Datetime,Close,High,Low,Open,Volume
2026-04-06 03:45:00+00:00,2161.5,2183.89990234375,2159.199951171875,2183.800048828125,0
2026-04-06 03:50:00+00:00,2167.300048828125,2170.0,2162.0,2163.5,41775
2026-04-06 03:55:00+00:00,2158.60009765625,2167.89990234375,2150.0,2167.89990234375,61937
2026-04-06 04:00:00+00:00,2167.800048828125,2168.89990234375,2156.39990234375,2158.10009765625,16926
2026-04-06 04:05:00+00:00,2161.39990234375,2169.5,2160.60009765625,2167.800048828125,31138
2026-04-06 04:10:00+00:00,2156.0,2163.10009765625,2152.0,2160.89990234375,33811
2026-04-06 04:15:00+00:00,2155.0,2159.199951171875,2155.0,2156.699951171875,10871
2026-04-06 04:20:00+00:00,2156.800048828125,2158.60009765625,2152.699951171875,2154.199951171875,16158
2026-04-06 04:25:00+00:00,2155.699951171875,2158.60009765625,2155.10009765625,2156.10009765625,9068
2026-04-06 04:30:00+00:00,2156.199951171875,2158.199951171875,2155.699951171875,2155.699951171875,13011
2026-04-06 04:35:00+00:00,2159.699951171875,2161.89990234375,2155.300048828125,2157.0,15230
2026-04-06 04:40:00+00:00,2164.39990234375,2164.39990234375,2158.89990234375,2159.699951171875,11233
2026-04-06 04:45:00+00:00,2163.5,2167.0,2161.5,2165.0,13678
2026-04-06 04:50:00+00:00,2162.199951171875,2166.0,2161.699951171875,2163.60009765625,10791
2026-04-06 04:55:00+00:00,2163.0,2163.89990234375,2158.10009765625,2161.699951171875,7573
2026-04-06 05:00:00+00:00,2164.199951171875,2165.5,2159.0,2162.300048828125,9707
2026-04-06 05:05:00+00:00,2160.199951171875,2164.800048828125,2158.0,2164.199951171875,5065
2026-04-06 05:10:00+00:00,2157.60009765625,2160.0,2156.0,2158.300048828125,9416
2026-04-06 05:15:00+00:00,2157.300048828125,2160.300048828125,2156.0,2158.5,9057
2026-04-06 05:20:00+00:00,2153.39990234375,2160.0,2153.10009765625,2157.300048828125,7007
2026-04-06 05:25:00+00:00,2152.60009765625,2155.699951171875,2152.39990234375,2154.0,8362
2026-04-06 05:30:00+00:00,2153.89990234375,2154.89990234375,2152.0,2153.5,6635
2026-04-06 05:35:00+00:00,2151.10009765625,2154.0,2151.0,2153.10009765625,11341
2026-04-06 05:40:00+00:00,2146.89990234375,2151.0,2145.89990234375,2151.0,23313
2026-04-06 05:45:00+00:00,2149.199951171875,2150.0,2146.10009765625,2146.5,6604
2026-04-06 05:50:00+00:00,2152.300048828125,2156.10009765625,2149.0,2149.199951171875,11834
2026-04-06 05:55:00+00:00,2156.89990234375,2158.0,2152.300048828125,2152.60009765625,6982
2026-04-06 06:00:00+00:00,2153.60009765625,2157.0,2151.5,2156.89990234375,5722
2026-04-06 06:05:00+00:00,2153.89990234375,2156.199951171875,2152.10009765625,2152.89990234375,4452
2026-04-06 06:10:00+00:00,2154.39990234375,2156.699951171875,2153.5,2153.5,3517
2026-04-06 06:15:00+00:00,2155.10009765625,2156.10009765625,2152.800048828125,2153.60009765625,4242
2026-04-06 06:20:00+00:00,2157.0,2158.60009765625,2154.199951171875,2155.0,4458
2026-04-06 06:25:00+00:00,2160.0,2160.89990234375,2156.0,2157.10009765625,11861
2026-04-06 06:30:00+00:00,2159.89990234375,2162.0,2158.0,2160.60009765625,23368
2026-04-06 06:35:00+00:00,2160.60009765625,2164.199951171875,2157.10009765625,2159.10009765625,5678
2026-04-06 06:40:00+00:00,2161.0,2164.699951171875,2160.199951171875,2161.699951171875,4550
2026-04-06 06:45:00+00:00,2158.0,2161.0,2156.89990234375,2161.0,10092
2026-04-06 06:50:00+00:00,2164.5,2165.0,2156.800048828125,2157.199951171875,14136
2026-04-06 06:55:00+00:00,2166.0,2166.199951171875,2163.699951171875,2164.10009765625,10016
2026-04-06 07:00:00+00:00,2161.10009765625,2167.89990234375,2161.10009765625,2165.5,7199
2026-04-06 07:05:00+00:00,2164.300048828125,2165.300048828125,2160.60009765625,2162.0,5472
2026-04-06 07:10:00+00:00,2165.0,2168.0,2163.10009765625,2164.89990234375,8092
2026-04-06 07:15:00+00:00,2166.5,2170.39990234375,2164.800048828125,2165.5,74216
2026-04-06 07:20:00+00:00,2168.300048828125,2169.300048828125,2166.300048828125,2166.39990234375,67323
2026-04-06 07:25:00+00:00,2164.60009765625,2171.199951171875,2162.0,2168.5,89429
2026-04-06 07:30:00+00:00,2164.0,2167.0,2163.5,2164.60009765625,18188
2026-04-06 07:35:00+00:00,2173.89990234375,2174.10009765625,2164.39990234375,2164.39990234375,83679
2026-04-06 07:40:00+00:00,2176.89990234375,2177.60009765625,2171.199951171875,2173.89990234375,23127
