date,engine,live_regime,alt_regime,snapshots,live_book_net,alt_book_net,alt_minus_live,live_only_n,alt_only_n
2026-09-08,v5,SIDEWAYS,BEAR,34,-2035.3,-996.5,1038.8,36,30
